incident_id,timestamp,customer_id,session_id,device_type,traffic_source,country,region,customer_segment,order_value,currency,payment_method,card_network,payment_attempt_number,payment_failure_reason,friction_type,baseline_conversion_probability,predicted_probability,model_confidence,treatment_group,intervention_type,discount_percent,discount_amount,expected_net_income,intervention_cost,recovered,recovered_gmv,incremental_gmv,revenue_saved,time_to_recovery_seconds,model_version,experiment_id
CHK_002290,2026-07-07T19:33:31Z,CUST_000375,SES_72474531,desktop,referral,IN,DL,new,5000.0,INR,wallet,None,1,insufficient_funds,payment,0.016,0.21,0.84,treatment,payment_retry,0.0,0.0,614.11,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002291,2026-07-07T19:39:27Z,CUST_001969,SES_99107952,mobile,paid_search,IN,DL,new,3300.0,INR,upi,None,1,customer_abandonment,price,0.027,0.35,0.88,treatment,6_percent_discount,0.06,198.0,540.88,25.0,1,3102.0,2892.91,1031.0,472,v4.1.0-beta,EXP_001
CHK_002292,2026-07-07T19:49:29Z,CUST_001506,SES_70193343,mobile,direct,IN,MH,new,3300.0,INR,wallet,None,2,insufficient_funds,payment,0.018,0.345,0.94,treatment,personalized_offer,0.0,0.0,512.23,10.0,1,3300.0,3068.42,1244.0,357,v4.1.0-beta,EXP_001
CHK_002293,2026-07-07T19:56:20Z,CUST_003999,SES_16189534,desktop,paid_search,IN,KA,returning,4300.0,INR,debit_card,Mastercard,1,authentication_failure,technical,0.088,0.36,0.93,treatment,payment_retry,0.0,0.0,662.21,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002294,2026-07-07T20:02:30Z,CUST_001536,SES_31045005,desktop,social,IN,DL,price_sensitive,2300.0,INR,debit_card,Visa,2,authentication_failure,technical,0.051,0.279,0.89,treatment,payment_retry,0.0,0.0,313.34,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002295,2026-07-07T20:03:40Z,CUST_001586,SES_47127056,desktop,organic,IN,DL,price_sensitive,900.0,INR,credit_card,Visa,2,bank_decline,payment,0.021,0.354,0.89,treatment,alternative_payment,0.0,0.0,147.41,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002296,2026-07-07T20:04:55Z,CUST_000048,SES_56188330,desktop,paid_search,IN,TG,price_sensitive,2300.0,INR,upi,None,2,authentication_failure,technical,0.051,0.023,0.91,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.1.0-beta,EXP_001
CHK_002297,2026-07-07T20:07:09Z,CUST_001977,SES_23627751,mobile,organic,IN,GJ,returning,5800.0,INR,credit_card,Visa,1,authentication_failure,technical,0.085,0.298,0.85,treatment,payment_retry,0.0,0.0,834.25,20.0,1,5800.0,4259.8,2184.0,191,v4.1.0-beta,EXP_001
CHK_002298,2026-07-07T20:09:37Z,CUST_000733,SES_21824292,mobile,email,IN,KA,returning,2150.0,INR,upi,None,2,authentication_failure,technical,0.088,0.252,0.84,treatment,personalized_offer,0.0,0.0,279.57,10.0,0,0.0,0.0,-10.0,,v4.1.0-beta,EXP_001
CHK_002299,2026-07-07T20:13:44Z,CUST_001342,SES_24090413,mobile,paid_search,IN,MH,returning,3450.0,INR,credit_card,Amex,2,customer_abandonment,price,0.08,0.384,0.88,treatment,4_percent_discount,0.04,138.0,497.99,25.0,0,0.0,0.0,-25.0,,v4.1.0-beta,EXP_001
CHK_002300,2026-07-07T20:22:43Z,CUST_000167,SES_99919964,mobile,email,IN,MH,returning,1300.0,INR,credit_card,Visa,2,customer_abandonment,price,0.08,0.089,0.85,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.1.0-beta,EXP_001
CHK_002301,2026-07-07T20:26:54Z,CUST_001620,SES_53012635,mobile,direct,IN,UP,new,5900.0,INR,upi,None,1,authentication_failure,technical,0.04,0.284,0.88,treatment,payment_retry,0.0,0.0,659.29,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002302,2026-07-07T20:35:32Z,CUST_003690,SES_61377176,mobile,direct,IN,TG,new,4800.0,INR,debit_card,Visa,2,insufficient_funds,payment,0.018,0.228,0.85,treatment,payment_retry,0.0,0.0,686.44,20.0,1,4800.0,4438.42,1804.0,167,v4.1.0-beta,EXP_001
CHK_002303,2026-07-07T20:41:12Z,CUST_001835,SES_64683970,desktop,direct,IN,MH,returning,5200.0,INR,debit_card,RuPay,1,authentication_failure,technical,0.088,0.386,0.95,treatment,payment_retry,0.0,0.0,802.08,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002304,2026-07-07T20:53:58Z,CUST_002844,SES_73268531,desktop,organic,IN,DL,high_value,10800.0,INR,upi,None,1,authentication_failure,technical,0.081,0.304,0.94,treatment,payment_retry,0.0,0.0,1481.41,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002305,2026-07-07T20:56:45Z,CUST_003189,SES_29534062,mobile,social,IN,DL,new,2900.0,INR,upi,None,1,technical_error,technical,0.035,0.276,0.92,treatment,payment_retry,0.0,0.0,329.48,20.0,1,2900.0,2533.18,1082.0,117,v4.1.0-beta,EXP_001
CHK_002306,2026-07-07T20:58:17Z,CUST_002931,SES_96675573,desktop,paid_search,IN,TN,returning,4200.0,INR,upi,None,1,customer_abandonment,price,0.078,0.322,0.88,treatment,2_percent_discount,0.02,84.0,688.6,25.0,1,4116.0,3232.54,1487.0,230,v4.1.0-beta,EXP_001
CHK_002307,2026-07-07T21:05:05Z,CUST_002489,SES_76695184,mobile,social,IN,UP,price_sensitive,1050.0,INR,debit_card,Mastercard,2,customer_abandonment,price,0.032,0.41,0.85,treatment,6_percent_discount,0.06,63.0,152.4,25.0,0,0.0,0.0,-25.0,,v4.1.0-beta,EXP_001
CHK_002308,2026-07-07T21:06:25Z,CUST_000028,SES_13790495,mobile,direct,IN,KA,returning,8700.0,INR,upi,None,3,customer_abandonment,price,0.08,0.291,0.77,treatment,personalized_offer,0.0,0.0,1271.41,10.0,0,0.0,0.0,-10.0,,v4.1.0-beta,EXP_001
CHK_002309,2026-07-07T21:11:18Z,CUST_002349,SES_38356776,mobile,paid_search,IN,TN,new,3150.0,INR,bnpl,None,1,authentication_failure,technical,0.04,0.311,0.9,treatment,payment_retry,0.0,0.0,449.48,20.0,1,3150.0,2701.65,1177.0,258,v4.1.0-beta,EXP_001
CHK_002310,2026-07-07T21:12:24Z,CUST_001209,SES_56590950,mobile,paid_search,IN,WB,returning,2650.0,INR,credit_card,Mastercard,1,bank_decline,payment,0.055,0.395,0.93,treatment,alternative_payment,0.0,0.0,371.42,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002311,2026-07-07T21:12:45Z,CUST_003093,SES_18990431,mobile,email,IN,DL,high_value,36500.0,INR,debit_card,RuPay,2,insufficient_funds,payment,0.053,0.328,0.91,treatment,alternative_payment,0.0,0.0,5180.62,20.0,1,36500.0,30070.18,13850.0,437,v4.1.0-beta,EXP_001
CHK_002312,2026-07-07T21:15:28Z,CUST_003678,SES_89968342,desktop,direct,IN,MH,returning,5600.0,INR,credit_card,Mastercard,2,expired_card,payment,0.074,0.266,0.89,treatment,alternative_payment,0.0,0.0,779.01,20.0,1,5600.0,4336.26,2108.0,291,v4.1.0-beta,EXP_001
CHK_002313,2026-07-07T21:22:06Z,CUST_000047,SES_16491203,desktop,paid_search,IN,TG,price_sensitive,1950.0,INR,upi,None,3,authentication_failure,technical,0.051,0.205,0.9,treatment,personalized_offer,0.0,0.0,254.79,10.0,0,0.0,0.0,-10.0,,v4.1.0-beta,EXP_001
CHK_002314,2026-07-07T21:34:43Z,CUST_001237,SES_12200414,desktop,direct,IN,KA,returning,1650.0,INR,upi,None,1,insufficient_funds,payment,0.061,0.445,0.94,treatment,alternative_payment,0.0,0.0,290.25,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002315,2026-07-07T21:39:01Z,CUST_001273,SES_68352175,mobile,direct,IN,GJ,returning,2850.0,INR,upi,None,1,technical_error,technical,0.08,0.306,0.91,treatment,alternative_payment,0.0,0.0,339.46,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002316,2026-07-07T21:47:51Z,CUST_001659,SES_25829486,mobile,paid_search,IN,GJ,price_sensitive,2950.0,INR,credit_card,Visa,1,customer_abandonment,price,0.024,0.419,0.85,treatment,8_percent_discount,0.08,236.0,462.78,25.0,1,2714.0,2551.54,860.0,209,v4.1.0-beta,EXP_001
CHK_002317,2026-07-07T21:56:12Z,CUST_001591,SES_46734600,desktop,paid_search,IN,TN,returning,4900.0,INR,upi,None,1,authentication_failure,technical,0.088,0.244,0.89,treatment,personalized_offer,0.0,0.0,626.63,10.0,1,4900.0,3210.06,1852.0,443,v4.1.0-beta,EXP_001
CHK_002318,2026-07-07T21:57:25Z,CUST_001068,SES_93844351,mobile,direct,IN,TN,new,4650.0,INR,upi,None,2,authentication_failure,technical,0.048,0.249,0.93,treatment,personalized_offer,0.0,0.0,531.02,10.0,1,4650.0,3620.78,1757.0,359,v4.1.0-beta,EXP_001
CHK_002319,2026-07-07T21:57:35Z,CUST_003559,SES_47115492,desktop,social,IN,MH,new,2350.0,INR,debit_card,RuPay,1,authentication_failure,technical,0.046,0.262,0.94,treatment,payment_retry,0.0,0.0,254.19,20.0,1,2350.0,1895.93,873.0,113,v4.1.0-beta,EXP_001
CHK_002320,2026-07-07T22:03:54Z,CUST_000396,SES_78795823,mobile,email,IN,UP,returning,2150.0,INR,wallet,None,1,customer_abandonment,price,0.072,0.061,0.87,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.1.0-beta,EXP_001
CHK_002321,2026-07-07T22:03:58Z,CUST_000375,SES_64589064,desktop,social,IN,DL,new,1700.0,INR,wallet,None,1,customer_abandonment,price,0.033,0.269,0.83,treatment,4_percent_discount,0.04,68.0,292.69,25.0,0,0.0,0.0,-25.0,,v4.1.0-beta,EXP_001
CHK_002322,2026-07-07T22:10:06Z,CUST_001899,SES_55672145,mobile,organic,IN,TN,returning,7000.0,INR,credit_card,Mastercard,2,bank_decline,payment,0.063,0.361,0.88,treatment,personalized_offer,0.0,0.0,1113.15,10.0,0,0.0,0.0,-10.0,,v4.1.0-beta,EXP_001
CHK_002323,2026-07-07T22:17:46Z,CUST_001427,SES_28596736,mobile,paid_search,IN,UP,returning,4650.0,INR,credit_card,Mastercard,3,customer_abandonment,price,0.08,0.198,0.77,treatment,payment_retry,0.0,0.0,645.64,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002324,2026-07-07T22:29:45Z,CUST_000780,SES_52630580,mobile,direct,IN,TG,new,2200.0,INR,upi,None,1,insufficient_funds,payment,0.012,0.414,0.87,treatment,alternative_payment,0.0,0.0,370.86,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002325,2026-07-07T22:34:47Z,CUST_000156,SES_27758531,mobile,paid_search,IN,KA,new,4800.0,INR,credit_card,RuPay,1,customer_abandonment,price,0.027,0.335,0.84,treatment,6_percent_discount,0.06,288.0,784.66,25.0,0,0.0,0.0,-25.0,,v4.1.0-beta,EXP_001
CHK_002326,2026-07-07T22:42:55Z,CUST_000427,SES_99518102,desktop,direct,IN,KA,returning,2300.0,INR,upi,None,1,customer_abandonment,price,0.078,0.327,0.79,treatment,urgency_message,0.0,0.0,305.54,10.0,1,2300.0,1643.31,864.0,895,v4.1.0-beta,EXP_001
CHK_002327,2026-07-07T22:43:43Z,CUST_004538,SES_14937613,mobile,paid_search,IN,GJ,price_sensitive,1900.0,INR,upi,None,1,authentication_failure,technical,0.037,0.257,0.89,treatment,payment_retry,0.0,0.0,246.6,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002328,2026-07-07T22:44:41Z,CUST_001068,SES_31162384,mobile,paid_search,IN,TN,new,6000.0,INR,upi,None,1,customer_abandonment,price,0.027,0.361,0.85,treatment,6_percent_discount,0.06,360.0,1003.62,25.0,0,0.0,0.0,-25.0,,v4.1.0-beta,EXP_001
CHK_002329,2026-07-07T22:45:42Z,CUST_001468,SES_70414045,mobile,referral,IN,UP,new,1050.0,INR,debit_card,RuPay,1,customer_abandonment,price,0.027,0.232,0.76,treatment,personalized_offer,0.0,0.0,134.56,10.0,0,0.0,0.0,-10.0,,v4.1.0-beta,EXP_001
CHK_002330,2026-07-07T23:00:10Z,CUST_000211,SES_87380986,mobile,organic,IN,UP,high_value,72800.0,INR,credit_card,Mastercard,1,customer_abandonment,price,0.062,0.082,0.81,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.1.0-beta,EXP_001
CHK_002331,2026-07-07T23:58:50Z,CUST_000031,SES_72351030,desktop,organic,IN,DL,new,4000.0,INR,upi,None,2,customer_abandonment,price,0.041,0.234,0.79,treatment,personalized_offer,0.0,0.0,528.94,10.0,0,0.0,0.0,-10.0,,v4.1.0-beta,EXP_001
CHK_002332,2026-07-08T00:49:02Z,CUST_000616,SES_37913301,mobile,direct,IN,GJ,new,3800.0,INR,upi,None,1,authentication_failure,technical,0.04,0.32,0.96,treatment,payment_retry,0.0,0.0,424.15,20.0,1,3800.0,3262.29,1424.0,118,v4.1.0-beta,EXP_001
CHK_002333,2026-07-08T01:17:57Z,CUST_000583,SES_64647472,mobile,email,IN,MH,high_value,12600.0,INR,upi,None,1,customer_abandonment,price,0.062,0.353,0.81,treatment,personalized_offer,0.0,0.0,1957.26,10.0,1,12600.0,10308.42,4778.0,38,v4.1.0-beta,EXP_001
CHK_002334,2026-07-08T01:51:12Z,CUST_000838,SES_91146483,mobile,direct,IN,MH,new,5000.0,INR,upi,None,1,technical_error,technical,0.035,0.293,0.93,treatment,payment_retry,0.0,0.0,650.31,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002335,2026-07-08T06:00:22Z,CUST_001426,SES_21058884,mobile,paid_search,IN,UP,new,6300.0,INR,debit_card,Mastercard,1,insufficient_funds,payment,0.012,0.236,0.92,treatment,alternative_payment,0.0,0.0,818.08,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002336,2026-07-08T06:00:27Z,CUST_004627,SES_43363055,mobile,organic,IN,MH,new,4200.0,INR,credit_card,Visa,1,authentication_failure,technical,0.04,0.281,0.85,treatment,payment_retry,0.0,0.0,484.89,20.0,1,4200.0,3609.72,1576.0,228,v4.1.0-beta,EXP_001
CHK_002337,2026-07-08T06:06:32Z,CUST_001372,SES_34021176,mobile,paid_search,IN,TN,price_sensitive,1450.0,INR,upi,None,1,customer_abandonment,price,0.024,0.254,0.78,treatment,personalized_offer,0.0,0.0,229.2,10.0,0,0.0,0.0,-10.0,,v4.1.0-beta,EXP_001
CHK_002338,2026-07-08T06:17:42Z,CUST_001900,SES_68370470,mobile,referral,IN,DL,new,2600.0,INR,credit_card,Amex,1,bank_decline,payment,0.012,0.34,0.87,treatment,alternative_payment,0.0,0.0,364.63,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002339,2026-07-08T06:27:52Z,CUST_000376,SES_44581571,tablet,email,IN,UP,returning,13000.0,INR,bnpl,None,3,customer_abandonment,price,0.084,0.375,0.86,treatment,4_percent_discount,0.04,520.0,2160.62,25.0,1,12480.0,9883.78,4395.0,38,v4.1.0-beta,EXP_001
CHK_002340,2026-07-08T06:27:54Z,CUST_000681,SES_53273322,mobile,organic,IN,TN,high_value,16400.0,INR,debit_card,Visa,1,insufficient_funds,payment,0.045,0.311,0.88,treatment,personalized_offer,0.0,0.0,2147.28,10.0,0,0.0,0.0,-10.0,,v4.1.0-beta,EXP_001
CHK_002341,2026-07-08T06:36:51Z,CUST_000940,SES_34669533,mobile,paid_search,IN,KA,price_sensitive,1600.0,INR,debit_card,Visa,3,customer_abandonment,price,0.032,0.307,0.79,treatment,personalized_offer,0.0,0.0,222.29,10.0,0,0.0,0.0,-10.0,,v4.1.0-beta,EXP_001
CHK_002342,2026-07-08T06:39:32Z,CUST_000595,SES_20748104,mobile,paid_search,IN,KA,new,1950.0,INR,credit_card,Mastercard,1,authentication_failure,technical,0.04,0.282,0.85,treatment,payment_retry,0.0,0.0,229.59,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002343,2026-07-08T06:41:50Z,CUST_000978,SES_15559535,mobile,paid_search,IN,UP,new,2250.0,INR,upi,None,1,customer_abandonment,price,0.027,0.282,0.74,treatment,personalized_offer,0.0,0.0,322.0,10.0,0,0.0,0.0,-10.0,,v4.1.0-beta,EXP_001
CHK_002344,2026-07-08T06:53:27Z,CUST_001438,SES_92625076,mobile,email,IN,TN,returning,1800.0,INR,upi,None,2,customer_abandonment,price,0.08,0.37,0.83,treatment,4_percent_discount,0.04,72.0,269.19,25.0,1,1728.0,1357.63,587.0,443,v4.1.0-beta,EXP_001
CHK_002345,2026-07-08T07:06:38Z,CUST_000149,SES_42064850,mobile,direct,IN,MH,new,10100.0,INR,upi,None,1,customer_abandonment,price,0.027,0.315,0.88,treatment,6_percent_discount,0.06,606.0,1770.0,25.0,0,0.0,0.0,-25.0,,v4.1.0-beta,EXP_001
CHK_002346,2026-07-08T07:11:25Z,CUST_000674,SES_54950491,mobile,direct,IN,DL,new,1250.0,INR,net_banking,None,2,customer_abandonment,price,0.035,0.321,0.83,treatment,8_percent_discount,0.08,100.0,220.13,25.0,0,0.0,0.0,-25.0,,v4.1.0-beta,EXP_001
CHK_002347,2026-07-08T07:14:07Z,CUST_001489,SES_69557082,mobile,organic,IN,TG,returning,2750.0,INR,debit_card,Visa,1,authentication_failure,technical,0.085,0.372,0.94,treatment,payment_retry,0.0,0.0,364.98,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002348,2026-07-08T07:42:13Z,CUST_004717,SES_73499973,desktop,direct,IN,DL,returning,2100.0,INR,upi,None,3,authentication_failure,technical,0.088,0.457,0.94,treatment,payment_retry,0.0,0.0,264.32,20.0,1,2100.0,1612.93,778.0,259,v4.1.0-beta,EXP_001
CHK_002349,2026-07-08T07:50:20Z,CUST_001661,SES_51216874,mobile,email,IN,TN,returning,9350.0,INR,upi,None,1,insufficient_funds,payment,0.055,0.076,0.92,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.1.0-beta,EXP_001
CHK_002350,2026-07-08T07:56:22Z,CUST_003775,SES_89842155,mobile,paid_search,IN,DL,new,4550.0,INR,upi,None,1,authentication_failure,technical,0.04,0.283,0.91,treatment,payment_retry,0.0,0.0,510.4,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002351,2026-07-08T07:57:53Z,CUST_001529,SES_19812906,desktop,paid_search,IN,TN,new,4800.0,INR,credit_card,Visa,1,authentication_failure,technical,0.046,0.204,0.87,treatment,payment_retry,0.0,0.0,560.32,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002352,2026-07-08T09:08:20Z,CUST_001686,SES_52272190,mobile,organic,IN,DL,high_value,63300.0,INR,credit_card,Visa,2,customer_abandonment,price,0.07,0.083,0.83,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.1.0-beta,EXP_001
CHK_002353,2026-07-08T09:15:28Z,CUST_001204,SES_86249551,desktop,organic,IN,KA,price_sensitive,1150.0,INR,upi,None,1,customer_abandonment,price,0.03,0.374,0.86,treatment,2_percent_discount,0.02,23.0,179.84,25.0,0,0.0,0.0,-25.0,,v4.1.0-beta,EXP_001
CHK_002354,2026-07-08T09:42:01Z,CUST_000196,SES_65636512,desktop,paid_search,IN,DL,new,1350.0,INR,upi,None,1,authentication_failure,technical,0.046,0.048,0.96,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.1.0-beta,EXP_001
CHK_002355,2026-07-08T09:42:53Z,CUST_004686,SES_39252983,mobile,social,IN,UP,price_sensitive,1600.0,INR,debit_card,RuPay,1,insufficient_funds,payment,0.012,0.254,0.96,treatment,alternative_payment,0.0,0.0,232.53,20.0,1,1600.0,1520.0,588.0,129,v4.1.0-beta,EXP_001
CHK_002356,2026-07-08T10:05:41Z,CUST_004716,SES_27250144,tablet,email,IN,KA,returning,5450.0,INR,credit_card,Visa,3,authentication_failure,technical,0.088,0.334,0.91,treatment,payment_retry,0.0,0.0,907.23,20.0,1,5450.0,4160.62,2051.0,319,v4.1.0-beta,EXP_001
CHK_002357,2026-07-08T10:15:03Z,CUST_003829,SES_54331575,mobile,paid_search,IN,KA,high_value,41600.0,INR,credit_card,Mastercard,2,customer_abandonment,price,0.07,0.329,0.78,treatment,personalized_offer,0.0,0.0,4747.36,10.0,0,0.0,0.0,-10.0,,v4.1.0-beta,EXP_001
CHK_002358,2026-07-08T10:16:48Z,CUST_001738,SES_66501556,desktop,organic,IN,TG,new,2950.0,INR,upi,None,1,authentication_failure,technical,0.046,0.278,0.88,treatment,payment_retry,0.0,0.0,395.04,20.0,1,2950.0,2457.59,1101.0,492,v4.1.0-beta,EXP_001
CHK_002359,2026-07-08T10:19:44Z,CUST_001727,SES_52562720,mobile,direct,IN,GJ,high_value,23100.0,INR,wallet,None,3,customer_abandonment,price,0.07,0.43,0.86,treatment,6_percent_discount,0.06,1386.0,3840.66,25.0,0,0.0,0.0,-25.0,,v4.1.0-beta,EXP_001
CHK_002360,2026-07-08T10:33:27Z,CUST_002044,SES_10232251,mobile,direct,IN,MH,new,850.0,INR,credit_card,Mastercard,3,customer_abandonment,price,0.035,0.21,0.77,treatment,personalized_offer,0.0,0.0,94.45,10.0,0,0.0,0.0,-10.0,,v4.1.0-beta,EXP_001
CHK_002361,2026-07-08T10:35:29Z,CUST_003165,SES_20280532,tablet,referral,IN,TG,new,1500.0,INR,upi,None,3,authentication_failure,technical,0.052,0.317,0.94,treatment,payment_retry,0.0,0.0,196.11,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002362,2026-07-08T10:38:00Z,CUST_001475,SES_25036513,mobile,paid_search,IN,UP,returning,6250.0,INR,net_banking,None,1,technical_error,technical,0.08,0.41,0.91,treatment,payment_retry,0.0,0.0,833.61,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002363,2026-07-08T10:38:55Z,CUST_003791,SES_98575504,desktop,organic,IN,GJ,new,1700.0,INR,wallet,None,1,insufficient_funds,payment,0.016,0.266,0.91,treatment,alternative_payment,0.0,0.0,249.5,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002364,2026-07-08T10:49:13Z,CUST_001108,SES_65593255,desktop,social,IN,UP,new,6600.0,INR,debit_card,RuPay,1,bank_decline,payment,0.016,0.245,0.83,treatment,alternative_payment,0.0,0.0,985.57,20.0,1,6600.0,6262.16,2488.0,128,v4.1.0-beta,EXP_001
CHK_002365,2026-07-08T10:51:01Z,CUST_000046,SES_97308496,mobile,social,IN,MH,price_sensitive,3800.0,INR,credit_card,Mastercard,1,bank_decline,payment,0.012,0.42,0.87,treatment,alternative_payment,0.0,0.0,588.72,20.0,1,3800.0,3610.0,1424.0,25,v4.1.0-beta,EXP_001
CHK_002366,2026-07-08T11:00:49Z,CUST_001758,SES_79514280,desktop,social,IN,UP,new,4050.0,INR,upi,None,1,insufficient_funds,payment,0.016,0.02,0.9,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.1.0-beta,EXP_001
CHK_002367,2026-07-08T11:06:19Z,CUST_002000,SES_70298761,desktop,direct,IN,TN,new,6150.0,INR,credit_card,Visa,1,authentication_failure,technical,0.046,0.163,0.83,treatment,alternative_payment,0.0,0.0,668.4,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002368,2026-07-08T11:31:53Z,CUST_001769,SES_45916402,desktop,social,IN,DL,new,3900.0,INR,debit_card,RuPay,3,insufficient_funds,payment,0.024,0.265,0.84,treatment,alternative_payment,0.0,0.0,470.13,20.0,1,3900.0,3565.7,1462.0,196,v4.1.0-beta,EXP_001
CHK_002369,2026-07-08T11:53:57Z,CUST_004330,SES_14637783,mobile,social,IN,DL,price_sensitive,2950.0,INR,net_banking,None,1,technical_error,technical,0.032,0.309,0.91,treatment,payment_retry,0.0,0.0,428.75,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002370,2026-07-08T11:57:41Z,CUST_001136,SES_31926784,desktop,paid_search,IN,TN,returning,5150.0,INR,upi,None,1,customer_abandonment,price,0.078,0.069,0.76,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.1.0-beta,EXP_001
CHK_002371,2026-07-08T12:12:35Z,CUST_000598,SES_69347825,mobile,direct,IN,DL,returning,1750.0,INR,debit_card,Mastercard,2,bank_decline,payment,0.063,0.328,0.88,treatment,alternative_payment,0.0,0.0,285.87,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002372,2026-07-08T12:34:10Z,CUST_000751,SES_46036596,mobile,referral,IN,TG,new,5450.0,INR,upi,None,1,authentication_failure,technical,0.04,0.257,0.82,treatment,payment_retry,0.0,0.0,723.83,20.0,1,5450.0,4714.98,2051.0,499,v4.1.0-beta,EXP_001
CHK_002373,2026-07-08T12:36:59Z,CUST_000394,SES_29491900,desktop,paid_search,IN,WB,new,2700.0,INR,credit_card,RuPay,1,bank_decline,payment,0.016,0.319,0.84,treatment,alternative_payment,0.0,0.0,438.38,20.0,1,2700.0,2565.0,1006.0,90,v4.1.0-beta,EXP_001
CHK_002374,2026-07-08T12:39:49Z,CUST_001728,SES_67162991,tablet,paid_search,IN,MH,new,15300.0,INR,upi,None,1,customer_abandonment,price,0.031,0.055,0.77,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.1.0-beta,EXP_001
CHK_002375,2026-07-08T12:43:36Z,CUST_001699,SES_39067102,mobile,social,IN,UP,price_sensitive,1100.0,INR,wallet,None,1,customer_abandonment,price,0.024,0.452,0.85,treatment,8_percent_discount,0.08,88.0,150.24,25.0,1,1012.0,959.0,305.0,154,v4.1.0-beta,EXP_001
CHK_002376,2026-07-08T13:14:12Z,CUST_002727,SES_49959963,desktop,organic,IN,WB,high_value,21200.0,INR,upi,None,1,customer_abandonment,price,0.068,0.412,0.84,treatment,8_percent_discount,0.08,1696.0,3183.62,25.0,1,19504.0,16584.42,6335.0,445,v4.1.0-beta,EXP_001
CHK_002377,2026-07-08T13:24:56Z,CUST_001844,SES_60334294,mobile,organic,IN,TN,returning,2350.0,INR,debit_card,Visa,1,expired_card,payment,0.06,0.383,0.95,treatment,alternative_payment,0.0,0.0,390.11,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002378,2026-07-08T13:36:26Z,CUST_000177,SES_73163725,desktop,email,IN,MH,returning,7650.0,INR,credit_card,Mastercard,1,customer_abandonment,price,0.078,0.363,0.83,treatment,8_percent_discount,0.08,612.0,1222.49,25.0,0,0.0,0.0,-25.0,,v4.1.0-beta,EXP_001
CHK_002379,2026-07-08T13:45:17Z,CUST_001666,SES_56190016,tablet,paid_search,IN,KA,returning,1550.0,INR,upi,None,1,authentication_failure,technical,0.088,0.302,0.84,treatment,payment_retry,0.0,0.0,234.69,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
CHK_002380,2026-07-08T13:51:34Z,CUST_000607,SES_27976060,desktop,organic,IN,KA,returning,8800.0,INR,upi,None,2,authentication_failure,technical,0.088,0.349,0.96,treatment,payment_retry,0.0,0.0,1076.42,20.0,0,0.0,0.0,-20.0,,v4.1.0-beta,EXP_001
